Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-12 00:00:00-05:00,25.075378930142353,25.082059487589106,24.229141572772715,24.32935333251953,198603200,0.0,0.0
2015-01-13 00:00:00-05:00,24.814830045881223,25.11992189929338,24.2536410640754,24.54537010192871,268367600,0.0,0.0
2015-01-14 00:00:00-05:00,24.282593165412145,24.605499307099826,24.162338007391202,24.451841354370117,195826400,0.0,0.0
2015-01-15 00:00:00-05:00,24.49637210932761,24.50973322315455,23.752573989902515,23.788204193115234,240056000,0.0,0.0
2015-01-16 00:00:00-05:00,23.834974890873916,23.957457457239105,23.427443841720255,23.60337257385254,314053200,0.0,0.0
2015-01-20 00:00:00-05:00,24.01535829512517,24.26700400226109,23.716948676603216,24.21133041381836,199599600,0.0,0.0
2015-01-21 00:00:00-05:00,24.262545986446522,24.732431147291503,24.111113777752077,24.396163940429688,194303600,0.0,0.0
2015-01-22 00:00:00-05:00,24.554281733148443,25.046436087391022,24.434026569361723,25.030847549438477,215185600,0.0,0.0
2015-01-23 00:00:00-05:00,25.00857715233457,25.33148329272044,24.837101544746282,25.160009384155273,185859200,0.0,0.0
2015-01-26 00:00:00-05:00,25.329255590502346,25.467326702951276,25.119924051075834,25.186731338500977,222460000,0.0,0.0
2015-01-27 00:00:00-05:00,25.035292366231822,25.048655179336656,24.28035883818058,24.304855346679688,382274800,0.0,0.0
2015-01-28 00:00:00-05:00,26.195537266963104,26.304658727958657,25.67888641357422,25.67888641357422,585908400,0.0,0.0
2015-01-29 00:00:00-05:00,25.90380551119899,26.542938877422472,25.734557337396886,26.478357315063477,337745600,0.0,0.0
2015-01-30 00:00:00-05:00,26.367004629092193,26.723315158061826,26.021827795358178,26.090864181518555,334982000,0.0,0.0
2015-02-02 00:00:00-05:00,26.28906482932585,26.53848137725564,25.850356752527166,26.41822624206543,250956400,0.0,0.0
2015-02-03 00:00:00-05:00,26.38928113003517,26.520669984265435,26.191083289537342,26.422685623168945,207662800,0.0,0.0
2015-02-04 00:00:00-05:00,26.38928211869235,26.836898265799185,26.346969645869482,26.625337600708008,280598800,0.0,0.0
2015-02-05 00:00:00-05:00,26.833253210988936,26.8802050814007,26.661102607148653,26.81536865234375,168984800,0.1175,0.0
2015-02-06 00:00:00-05:00,26.833263137553026,26.884685740217098,26.482253171585576,26.589569091796875,174826400,0.0,0.0
2015-02-09 00:00:00-05:00,26.5046073951962,26.793015364080535,26.477777993233946,26.76618766784668,155559200,0.0,0.0
2015-02-10 00:00:00-05:00,26.866798662961507,27.309474475171598,26.86456415845133,27.28040885925293,248034000,0.0,0.0
2015-02-11 00:00:00-05:00,27.448088694448884,27.928771550106983,27.387724664077226,27.919828414916992,294247200,0.0,0.0
2015-02-12 00:00:00-05:00,28.18364355461352,28.501118868281466,28.074093138918936,28.273073196411133,297898000,0.0,0.0
2015-02-13 00:00:00-05:00,28.456401816821888,28.456401816821888,28.091978048370983,28.41168785095215,217088800,0.0,0.0
2015-02-17 00:00:00-05:00,28.50334899575121,28.814117337065813,28.375912330120336,28.579364776611328,252609600,0.0,0.0
2015-02-18 00:00:00-05:00,28.53464373802856,28.791753230665996,28.494400498261587,28.778339385986328,179566800,0.0,0.0
2015-02-19 00:00:00-05:00,28.724688262630938,28.847654224108258,28.691153641981135,28.717981338500977,149449600,0.0,0.0
2015-02-20 00:00:00-05:00,28.755992243424217,28.95273780822754,28.628557256372822,28.95273780822754,195793600,0.0,0.0
2015-02-23 00:00:00-05:00,29.068993635922478,29.735240936279297,28.98850713302014,29.735240936279297,283896400,0.0,0.0
2015-02-24 00:00:00-05:00,29.72183117627389,29.869390353802743,29.32610553161284,29.549678802490234,276912400,0.0,0.0
2015-02-25 00:00:00-05:00,29.413289811557256,29.42223465002308,28.650904376520867,28.793991088867188,298846800,0.0,0.0
2015-02-26 00:00:00-05:00,28.793985684682788,29.25901826539301,28.306597834916378,29.158411026000977,365150000,0.0,0.0
2015-02-27 00:00:00-05:00,29.064516071556902,29.191954433369677,28.6710284667124,28.72021484375,248059200,0.0,0.0
2015-03-02 00:00:00-05:00,28.89683744330111,29.12711757708943,28.68444357571901,28.861064910888672,192386800,0.0,0.0
